sroilga tashrif buyurdi.", "paraphrase_2": "Yaqin Sharqdagi tinchlik muzokaralarini qo‘llab-quvvatlash uchun Robert Geyts va Jorj Mitchell Isroilda dushanba kuni ko‘rishdilar."},
{"text": "Ko‘pchilik britaniyaliklar Afg‘onistondagi tobora qonli bo‘lib borayotgan urushni yengib bo‘lmaydi, deb hisoblaydi va qo‘shinlarni olib chiqib ketilishini istaydi, seshanba kuni o‘tkazilgan so‘rov natijalariga ko‘ra, ko‘proq askar jasadlari uylariga olib ketilgan.", "paraphrase_1": "Seshanba kuni eʼlon qilingan so‘rov maʼlumotlariga ko‘ra, ko‘plab britaniyaliklar Afg‘onistondagi urushda g‘alaba qonli bo‘lishiga ishonmaydi va qo‘shinlarni olib chiqishga umid qilmoqda, ayniqsa harbiy qurbonlar soni ortib borayotganini ko‘rib.", "paraphrase_2": "Britaniyaliklar orasida Afg‘onistondagi urushning davom etmasligini va qo‘shinlarni olib chiqishni qo‘llab-quvvatlash ko‘paymoqda, chunki bu urushda yutuqqa erishish qiyin va qurbonlar soni ortib borayotgani haqida seshanba kuni o‘tkazilgan so‘rov natijalari dalolat beradi."},
{"text": "Seshanba kuni neft narxi o‘z kursini o‘zgartirdi va pasaydi, chunki so‘nggi paytlarda AQSh iqtisodiyotidagi optimizm iste’molchilar ishonchi bo‘yicha zaif so‘rov tufayli pasaygan.", "paraphrase_1": "AQSh iqtisodiyotida optimizm pasayishi va iste’molchilar ishonchining zaifligi sababli seshanba kuni neft narxlari tushdi.", "paraphrase_2": "Neft narxi seshanba kuni AQSh iqtisodiyotidagi noaniqliklar va iste’molchilar ishonchidagi kamayish tufayli pasayishga duch keldi."},
{"text": "AQSh Davlat departamenti seshanba kuni “Iroq armiyasi va politsiyaning quvgʻindagi Eronning asosiy qurolli muxolifati aʼzolari joylashgan lagerga bostirib borishini diqqat bilan kuzatib borayotganini aytdi.", "paraphrase_1": "Seshanba kuni AQSh Davlat departamenti Iroq kuchlarining Eron muxolifatining lageriga yurishini kuzatishda ekanligini eʼlon qildi.", "paraphrase_2": "AQSh Davlat departamenti Iroq armiyasi va politsiyasining Eronning qurolli muxolifat aʼzolarining joylashgan hududiga hujumini jiddiy kuzatib borayotganini bildirdi."},
{"text": "Fransiyalik dizayner Kristian Lakroix seshanba kuni Parijda sanoat vaziri Kristian bilan muzokaralar yakunlari bo‘yicha “o‘zining qiyin bo‘lgan Modalar uyi kelajagi haqida ishonch hosil qilishini aytdi.", "paraphrase_1": "Kristian Lakroix Parijdagi sanoat vaziri bilan bo‘lgan muzokaralaridan so‘ng Modalar uyi kelajagi haqida optimistik fikrda ekanligini ma’lum qildi.", "paraphrase_2": "Seshanba kuni Parijda bo‘lib o‘tgan muzokaralarda Kristian Lakroix Modalar uyi uchun yaxshi kelajak umid qilayotganini bildirdi."},
{"text": "Seshanba kuni Sharqiy Bag‘doddagi gavjum hududda kinoteatr yaqinida mototsikl portlashi oqibatida besh kishi halok bo‘ldi va 73 kishi yaralandi.", "paraphrase_1": "Sharqiy Bag‘dodda seshanba kuni kinoteatr oldida sodir bo‘lgan mototsikl portlashi besh odamning hayotiga ziyon yetkazdi va 73 kishini yaraladi.", "paraphrase_2": "Seshanba kuni Bag‘dodning sharqiy qismidagi gavjum hududda mototsikl portlashi yuz berdi, natijada besh kishi o‘ldirildi va 73 kishi jarohat oldi."},
{"text": "Seshanba kuni Iroq askarlari va politsiya kuchlari Eronning asosiy surgundagi muxolifati joylashgan lagerga bostirib kirib, shiddatli to", "paraphrase_1": "Eron muxolifati lageriga Iroq kuchlarining bosqini oqibatida seshanba kuni 629 kishi jarohatlandi.", "paraphrase_2": "Seshanba kuni Iroq armiyasi va polisiya Eronning surgundagi muxolifat lageriga hujum qilib, 629 dan ortiq odamning yaralanishiga olib keldi."},
{"text": "Zimbabve yoshlar vaziri oʻrinbosari seshanba kuni oʻgʻirlangan uyali telefon tufayli hibsga olindi. Bosh vazir Morgan Tsvangiray partiyasi deputatlari taʼqib qilinayotgani haqida ogohlantirdi.", "paraphrase_1": "Seshanba kuni Zimbabve yoshlar vaziri oʻrinbosari oʻgʻirlangan telefon sabab hibsga olindi, Bosh vazir Morgan Tsvangiray esa deputatlarga nisbatan taʼqiblar boʻlayotganini bildirdi.", "paraphrase_2": "Zimbabve bosh vaziri Morgan Tsvangiray oʻrinbosarlarining taʼqib qilinayotganini aytgan kuni, yoshlar vaziri oʻrinbosari oʻgʻirlangan uyali telefon uchun hibsga olindi."},
{"text": "Italiya oziq-ovqat guruhi Parmalat bankdan 46,5 million dollar 66,9 million Rrb evaziga Bank of America bilan huquqiy kelishmovchilikni tugatish bo", "paraphrase_1": "Parmalat kompaniyasi seshanba kuni Bank of America bilan sud jarayonini 46,5 million dollar va 66,9 million Rrb to‘lov evaziga yakunlashgani haqida ma’lum qildi.", "paraphrase_2": "Bank of America bilan Parmalat o‘rtasidagi huquqiy nizolar 46,5 million dollarlik va 66,9 million Rrb miqdoridagi to‘lov orqali hal qilindi, bu haqda kompaniya seshanba kuni e’lon qildi."},
{"text": "Seshanba kuni ekspertlar hisobotni taqdim etgach, Fransiya hukumati global isishga qarshi kurash doirasida uglerod chiqindilariga soliq qo‘yish masalasini ko‘rib chiqmoqchi edi.", "paraphrase_1": "Fransiya hukumati global isish muammosini hal qilish maqsadida, ekspertlar hisobotini ko‘rib chiqqanidan so‘ng uglerod emissiyasiga soliq qo‘yishni o‘rganmoqda.", "paraphrase_2": "Ekspertlar tomonidan taqdim etilgan hisobot asosida, Fransiya hukumati global isishga qarshi choralar sifatida uglerod chiqindilariga soliq solish imkoniyatini baholayapti."},
{"text": "Koinot kemasi seshanba kuni Xalqaro kosmik stansiyadan undib, orbitadagi tadqiqot ob", "paraphrase_1": "Seshanba kuni kosmik kemak Xalqaro kosmik stansiyadan ajralib, uyga yo‘l olishdan oldin tadqiqot ob’ektini suratga olishni rejalashtirmoqda.", "paraphrase_2": "Koinot kemasi Xalqaro kosmik stansiyadan ajralganidan so‘ng tadqiqot ob’ektini suratga olish orqali uyga qaytishga tayyorgarlik ko‘rmoqda, bu voqea seshanba kuni sodir bo‘ldi."},
{"text": "Eronning quvgʻindagi asosiy muxolifat guruhi seshanba kuni Iroq xavfsizlik kuchlari Bagʻdod shimolidagi uning bazasiga reyd uyushtirgani oqibatida toʻrt kishi halok boʻlganini aytdi.", "paraphrase_1": "Seshanba kuni Iroq xavfsizlik kuchlari Bagʻdod shimolidagi Eron muxolifatining bazasiga reyd oʻtkazdi, natijada toʻrt kishi halok boʻldi, deya xabar berdi muxolifat guruhi.", "paraphrase_2": "Eronning yirik muxolifat guruhi Iroqning Bagʻdod shimolidagi ularning qarorgohiga hujum qilinganida toʻrt nafar odam vafot etganini maʼlum qildi."},
{"text": "Seshanba kuni Ruminiyada ikki nafar isroillik gumon qilinib hibsga olindi, bu esa boshqa uchta hibsga olishga sabab bo", "paraphrase_1": "Prokuratura xabariga koʻra, seshanba kuni Ruminiyada ikki isroillik hibsga olindi, soʻngra yana uch kishi hibsga olindi.", "paraphrase_2": "Ruminiyada seshanba kuni ikki isroillikning hibsga olinishi prokuratura tomonidan eʼlon qilindi, bu voqea keyingi uch kishining hibsga olinishiga olib keldi."},
{"text": "Seshanba kuni Nil havzasi davlatlarining suv vazirlari an", "paraphrase_1": "Misr va Sudan rad etgan suv taqsimoti paktini imzolash Nil havzasi davlatlari vazirlarining seshanba kungi yig‘ilishida qoldirildi, chunki ular anʼanaviy kvotalarning qisqartirilishiga rozi bo‘lmadilar.", "paraphrase_2": "Nil havzasi davlatlari suv vazirlari seshanba kuni Misr va Sudan tomonidan maʼqullanmagan, anʼanaviy suv kvotalarini kamaytiradigan paktni imzolashni kechiktirdilar."},
{"text": "Seshanba kuni e", "paraphrase_1": "Ispaniya va Portugaliyadagi bir qator fuqarolar ikki mamlakat o‘rtasida Federatsiya tashkil etish g‘oyasiga yo‘l qo‘yishmoqchi, deya seshanba kuni e’lon qilingan so‘rov ma’lum qildi.", "paraphrase_2": "Seshanba kuni e’lon qilingan so‘rov natijalariga ko‘ra, Ispaniya va Portugaliyada yashovchi bir qator ozchilik vakillari ikki davlatni federatsiyaga birlashtirishni istaydilar."},
{"text": "Seshanba kuni Ispaniyaning janubi-g", "paraphrase_1": "Ispaniyaning janubi-g", "paraphrase_2": "O"},
{"text": "Italiyaning Luxottica, dunyodagi eng yirik quyoshdan himoyalovchi ko", "paraphrase_1": "Dunyodagi eng yirik ko’zoynak ishlab chiqaruvchisi Luxottica ikkinchi chorakda sof daromadi kutilganidan kamroq pasayganini e’lon qildi, bu esa kompaniyaning istiqbollariga ishonch bag’ishladi.", "paraphrase_2": "Seshanba kuni Italiyaning Luxottica kompaniyasi xabar berishicha, ikkinchi chorakda sof daromadining pasayishi prognoz qilinganidan kam bo"},
{"text": "Korruptsiya ayblovlari bo", "paraphrase_1": "Ispaniyaning bosh muxolifat partiyasi xazinadari korruptsiya ayblovlari sabab tergov ostida bo‘lishi oqibatida seshanba kuni lavozimidan ketishini ma’lum qildi.", "paraphrase_2": "Seshanba kuni korruptsiya bilan bog‘liq tergov davom etayotgan Ispaniyaning asosiy muxolifat partiyasi moliyaviy mas’ulining iste’fosi e’lon qilindi."},
{"text": "Seshanba kuni Iroq armiyasi quvg", "paraphrase_1": "Iroq armiyasi seshanba kuni Eron muxolifati lageriga hujum qilgan, natijada kamida 689 kishi yaralangan.", "paraphrase_2": "Seshanba kuni sodir bo‘lgan voqeda Iroq armiyasi tomonidan Eronning qurolli muxolifat lageriga bosqin oqibatida 689 dan ortiq odam jarohat olgan."},
{"text": "Seshanba kuni Qo", "paraphrase_1": "Qo", "paraphrase_2": "Gondurasda hokimiyatdan chetlashtirilgan prezident Manuel Zelayani qo‘llab-quvvatlash maqsadida Qo"},
{"text": "Seshanba kuni Gollandiya hukumati nazorat organi Belgiyaning ulkan Antverpen portiga kirishni yaxshilashga qaratilgan Niderlandiya va Belgiya o\\", "paraphrase_1": "Gollandiya hukumati Belgiyaning Antverpen portiga kirishni yaxshilash maqsadidagi suv yo’li loyihasini to’xtatdi.", "paraphrase_2": "Niderlandiya va Belgiya o\\"},
{"text": "AQSh Mudofaa vaziri Robert Geyts seshanba kuni urushdan zarar ko", "paraphrase_1": "Robert Geyts Iroqqa kutilmagan tashrif buyurib, Amerika harbiy xizmatchilarining kelajakdagi vazifasi va mamlakatni birlashtirish borasida muzokara olib bordi.", "paraphrase_2": "Seshanba kuni AQSh Mudofaa vaziri Robert Geyts Iroqda bo‘lib, Iroqdagi Amerika qo"},
{"text": "Seshanba kuni Iroq armiyasi Eronning asosiy qurolli muxolifati joylashган базасига ҳужум қилди, натижада келиб чиққан тўқнашувларда камида 524 киши жароҳат олган. Бу ҳақда хавфсизлик расмийлари ва лагер аҳлиси хабар беради.", "paraphrase_1": "Хавфсизлик расмийлари ва лагер аҳлисининг маълумотларига кўра, Iроқ армияси Эроннинг асосий қуролли оппозицияси жойлашган базасига ҳужум уюштириб, 524 киши жароҳат олишга сабаб бўлди.", "paraphrase_2": "Эроннинг асосий қуролли оппозицияси жойлашган база Iроқ армияси томонидан сешанба куни ҳужумга учради, бу тўқнашувларда камида 524 киши жароҳат олганлиги хабар қилинмоқда."},
{"text": "AQSh prezidenti Barak Obama payshanba kuni Oq uyning orqa maysazorida dramaning qolgan ikki asosiy aktyori bilan pivo ichish orqali oʻz muddatidagi birinchi poyga mojarosini bartaraf etishga harakat qiladi, dedi rasmiylar.", "paraphrase_1": "Rasmiylarning xabar berishicha, AQSh prezidenti Barak Obama oʻz muddatidagi birinchi poyga boʻyicha kelishmovchilikni hal qilish maqsadida payshanba kuni Oq uyning orqa maysazorida dramaning boshqa ikki yulduzi bilan birga pivo ichmoqchi.", "paraphrase_2": "Payshanba kuni Barak Obama Oq uyda dramaning ikki aktyori bilan pivo ichib, muddatidagi birinchi janjalni tinchlantirishga urinish qiladi, deya xabar qilmoqda rasmiylar."},
{"text": "Afgʻonistonda halok boʻlgan toʻrt britaniyalik askarning qaygʻuli qarindoshlari seshanba kuni bu erda koʻchalarda saf tortdi, ularning jasadlari uylariga qaytarilar ekan, qonli urushning soʻnggi qurbonlari.", "paraphrase_1": "Seshanba kuni Afgʻonistonda vafot etgan toʻrt britaniyalik askarning yaqinlari ularning jasadlari vatanga olib ketilayotganda koʻchalarda xotira marosimini oʻtkazdilar.", "paraphrase_2": "Qonli urushning yangi qurbonlari boʻlgan toʻrt britaniyalik askarning oilasi seshanba kuni ularning jasadlari uylariga yoʻl olganda koʻcha yurishlari orqali xotirasini yodga oldi."},
{"text": "Seshanba kuni 720 ga yaqin angolaliklar o\\", "paraphrase_1": "Milliy parlament oldida seshanba kuni 720 ga yaqin angolaliklar uy-joy masalasiga doir norozilik aksiyasini o\\", "paraphrase_2": "Nohukumat guruhning ma’lumotlariga ko’ra, 83,375 kishi uysiz qolishi oqibatida seshanba kuni Milliy parlament oldida 720 ga yaqin angolaliklar o\\"},
{"text": "Seshanba kuni Iroq armiyasi Eronning asosiy qurolli surgundagi muxolifat bazasiga bostirib kirishi oqibatida kamida 925 kishi yaralangan, politsiya va lager ichidagi manbalar xabar bermoqda.", "paraphrase_1": "Politsiya va lager ichidagi manbalarga koʻra, seshanba kuni Iroq armiyasi Eron muxolifatining qurolli bazasiga hujum qilganda kamida 925 kishi yaralangan.", "paraphrase_2": "Eronning asosiy qurolli muxolifati joylashgan bazani Iroq armiyasi seshanba kuni qamrab olgani sababli, 925 dan ortiq odam yaralangani haqida politsiya va manbalar maʼlum qildi."},
{"text": "Nigeriya kuchlari seshanba kuni 441 dan ortiq odamning o", "paraphrase_1": "Guvohlarga koʻra, Nigeriya armiyasi seshanba kuni islomiy radikal tashkilot rahbarining uyiga oʻt ochdi, bu janglarda 441 dan ortiq kishi halok boʻlgan toʻqnashuvning uchinchi kuniga toʻgʻri keldi.", "paraphrase_2": "441 dan ortiq inson qurboni bilan uchinchi kun davom etayotgan toʻqnashuvlar chogʻida Nigeriya kuchlari seshanba kuni islomiy fundamentalistlarning yetakchisi yashagan uyga hujum qildi, deya xabar bermoqda guvohlar."},
{"text": "Jorj Rassell, jazz innovatori va Mayls Devis va Jon Koltreyn bilan hamkorlik qilgan, seshanba kuni Boston shahrida vafot etdi, dedi uning matbuot kotibi.", "paraphrase_1": "Seshanba kuni uning matbuot kotibi Jorj Rassell, jazz musiqasining yangi uslublarini yaratgan va Mayls Devis hamda Jon Koltreyn bilan birga ishlagan, Boston shahrida vafot etganini maʼlum qildi.", "paraphrase_2": "Jazzda yangiliklar kashf etgan va Mayls Devis bilan Jon Koltreyn kabi afsonaviy ijrochilar bilan hamkorlik qilgan Jorj Rassell Boston shahrida vafot etdi, bu haqda uning vakili seshanba kuni xabar berdi."},
{"text": "Seshanba kuni Janubiy Afrikaning Yoxannesburg shahridagi ikkita xususiy maktab kamida to", "paraphrase_1": "Seshanba kuni Yoxannesburgdagi ikkita xususiy maktabda cho‘chqa grippi tarqalganligi sababli, kamida to‘qqiz nafar kasallanganligi aniqlanib, ta’til erta boshlandi, bu haqda maktablar va hukumat ma’lum qildi.", "paraphrase_2": "Yoxannesburgdagi ikkita xususiy maktab seshanba kuni cho"},
{"text": "Seshanba kuni Yevropa fond bozorlari yo\\", "paraphrase_1": "Seshanba kuni Yevropa fond bozorlarida narxlar tushib yopildi, investorlar daromad olishga shoshilmagan va iste\\", "paraphrase_2": "Yevropa fond bozorlari seshanba kuni yo\\"},
{"text": "Janubiy Afrika hukumati seshanba kuni oʻn minglab munitsipal ishchilarning ish tashlashi ikkinchi kunga kirgach, politsiya namoyishchilarni rezina oʻqlar bilan oʻqqa tutgach, yana shiddatli noroziliklarga duch keldi.", "paraphrase_1": "Janubiy Afrikada munitsipal ishchilarning ish tashlashi davom etayotganini politsiya rezina oʻqlar bilan namoyishchilarga oʻq uzib, norozilikni kuchaytirdi.", "paraphrase_2": "Ish tashlashning ikkinchi kuni munosabati bilan Janubiy Afrika hukumati politsiyaning namoyishchilarga oʻq uzishi oqibatida yangi norozilik toʻlqiniga duch keldi."},
{"text": "Seshanba kuni tomoshabinlarni o\\", "paraphrase_1": "Nasroniylar seshanba kuni o\\", "paraphrase_2": "Muqaddas Kitobga hurmatsizlik bilan yozilgan yozuvlar ko\\"},
{"text": "Kanadalik arxitektorlar Rossiyaning Sankt-Peterburgdagi mashhur Mariinskiy teatrining ikkinchi bosqichini qurish bo", "paraphrase_1": "Seshanba kuni rasmiylar xabar berishicha, Kanada arxitektorlari Sankt-Peterburgdagi Mariinskiy teatrining uzoq kutilgan ikkinchi qismini barpo etish uchun shartnoma imzoladilar.", "paraphrase_2": "Rossiyaning Sankt-Peterburg shahrida joylashgan Mariinskiy teatrining ikkinchi bosqichini qurish loyihasini kanadalik arxitektorlar qo‘lga kiritdi, bu haqda seshanba kuni ma’lum qilindi."},
{"text": "Salzburg festivali seshanba kuni opera, musiqa va dramaning oʻta eksklyuziv tadbirining boshligʻi lavozimiga vaqtinchalik badiiy rahbarni tayinladi.", "paraphrase_1": "Seshanba kuni boʻlib oʻtgan tadbirda Salzburg festivali opera, musiqa va drama sohasidagi eng nufuzli festival hisoblanadi va u vaqtinchalik badiiy rahbarni tayinladi.", "paraphrase_2": "Salzburg festivali boshqaruvchilar guruhi seshanba kuni festivalning yangi, vaqtinchalik badiiy rahbarini eʼlon qildi."},
{"text": "Sudya Sonia Sotomayor seshanba kuni AQSh Oliy sudida birinchi ispaniyalik sudya boʻlish yoʻlida katta qadam tashladi, chunki Senatning asosiy hayʼati uning tarixiy nomzodini yoqlab ovoz berdi.", "paraphrase_1": "Senatning asosiy hayʼati Sonia Sotomayorni AQSh Oliy sudida birinchi ispaniyalik sudya sifatida tasdiqlash uchun ovoz berdi.", "paraphrase_2": "Sonia Sotomayor AQSh Oliy sudida xizmat qilish uchun Senatning asosiy hayʼatidan ijobiy javob oldi, bu uning tarixiy nomzodligida muhim bosqich hisoblanadi."},
{"text": "Sumo Devid Bekxem sifatida tanilgan bolgariyalik kurashchi Kotooshu seshanba kuni Yaponiyada Yulduz maqomiga ega bo", "paraphrase_1": "Bolgariyalik sumo kurashchisi Kotooshu, Yaponiyada \"Sumo Devid Bekxem\" nomi bilan mashhur, Yulduz maqomiga ko‘tarilgani munosabati bilan seshanba kuni mamlakatining eng yuqori ordeni bilan taqdirlandi.", "paraphrase_2": "Seshanba kuni Yaponiyada Kotooshu, bolgariyalik sumo kurashchisi, \"Sumo Devid Bekxem\" laqabli, Yulduz maqomiga erishganligi uchun davlatning oliy ordeni bilan mukofotlandi."},
{"text": "Prezident Jeykob Zumaning dekabr oyiga qadar 601 983 ta yangi ish o", "paraphrase_1": "Janubiy Afrikada ishsizlik darajasi seshanba kuni 29,8 foizga oshdi, prezident Zumaning 601 983 ta yangi ish o’rni yaratish va", "paraphrase_2": "Prezident Jeykob Zumaning yangi ish o’rinlari yaratish va"},
{"text": "Xorvatiya prezidenti Stipe Mesich seshanba kuni harbiy jinoyatlarda ayblangan sakkiz nafar sobiq harbiyni, jumladan bir generalni ordenlaridan mahrum qildi, deyiladi xabarda.", "paraphrase_1": "Xabarga ko\\", "paraphrase_2": "Seshanba kuni Xorvatiya prezidenti Stipe Mesich harbiy jinoyatlarda ayblangan sakkiz nafar sobiq harbiyni, shu jumladan bir generalni, mukofotlaridan mahrum etdi."},
{"text": "Xalqaro vositachilar seshanba kuni Madagaskarga keldi.", "paraphrase_1": "Madagaskarda toʻrtta asosiy siyosiy guruh oʻrtasida muzokaralar oʻtkazish uchun seshanba kuni xalqaro vositachilar yetib keldi.", "paraphrase_2": "Seshanba kuni xalqaro vakillar Madagaskardagi siyosiy tushunmovchiliklarni hal qilish maqsadida muzokaralar boshlash uchun kelishdi."},
{"text": "AQShning Fransiya telekom uskunalari giganti Alcatel Lucent Belgiyadagi faoliyatidan 705 ta ish o‘rinlaridan xalos bo‘ladi, deya xabar beradi kompaniya seshanba kuni.", "paraphrase_1": "Alcatel Lucent kompaniyasi seshanba kuni Belgiyada 705 nafar odamni ishdan bo‘shatishi mumkinligini eʼlon qildi.", "paraphrase_2": "Seshanba kuni Alcatel Lucent kompaniyasi Belgiyadagi faoliyatini qisqartirishi va 705 ta ish o‘rinini bekor qilishi haqida xabar berdi."},
{"text": "Discovery Communications va Xitoyning yetakchi qidiruv tizimi Baidu seshanba kuni AQSh televideniyesi va multimedia giganti Discovery Communications", "paraphrase_1": "Seshanba kuni Discovery va Baidu hamkorligida AQSh televideniyesi kontentini xitoy tilida taqdim etuvchi sayt ishga tushirildi.", "paraphrase_2": "Discovery Communications va Baidu kompaniyalari AQSh televideniyesi tarkibiga xitoy tilida kirish imkonini beruvchi yangi platformani ishga tushirdi."},
{"text": "Uoll-stritdagi yangi pasayishlardan so", "paraphrase_1": "Seshanba kuni Uoll-stritdagi narxlar tushishi munosabati bilan neft narxi 57 dollar chegarasidan pastga tushdi, bu esa AQSH iqtisodiyotining yomon ko", "paraphrase_2": "AQSH iqtisodiyotiga oid salbiy maʼlumotlar savdogarlarning eʼtiborini tortgani sababli, neft narxi seshanba kuni Uoll-stritdagi pasayish fonida 57 dollardan pastga tushdi."},
{"text": "Seshanba kuni konferentsiya kengashining ma\\", "paraphrase_1": "Iste\\", "paraphrase_2": "Konferentsiya kengashi seshanba kuni AQShda iyul oyida iste\\"},
{"text": "Butunjahon sog‘liqni saqlash tashkiloti Janubiy Afrikadagi futbol bo‘yicha jahon chempionati kabi ommaviy yig‘ilishlar uchun gripp pandemiyasiga qarshi ehtiyot choralari bo‘yicha tavsiyalar beradi, dedi seshanba kuni matbuot kotibi.", "paraphrase_1": "Seshanba kuni matbuot kotibi bildirishicha, Butunjahon sog‘liqni saqlash tashkiloti Janubiy Afrikada bo‘lib o‘tadigan futbol bo‘yicha jahon chempionati singari keng qamrovli tadbirlarda gripp pandemiyasining oldini olish uchun choralar tavsiya etiladi.", "paraphrase_2": "Butunjahon sog‘liqni saqlash tashkiloti Janubiy Afrika futbol chempionati kabi ommaviy tadbirlarda gripp pandemiyasiga qarshi kurashish bo‘yicha seshanba kuni matbuot kotibi orqali ma’lumot berdi."},
{"text": "Rossiya seshanba kuni AQSH vitse-prezidenti Jo Baydenning Moskvaga qarata tanqidiy izohlaridan norozi bo‘ldi, bu ikki tomonlama aloqalarni tiklash umidlariga zarar etkazdi.", "paraphrase_1": "Moskva Baydenning sovuq urushdan keyingi munosabatlar haqidagi qat’iy bayonotlaridan afsusda ekanligini bildirdi, bu esa Rossiya-AQSH aloqalarini yaxshilash istiqbollarini shakliga solmoqda.", "paraphrase_2": "Seshanba kuni Rossiya hukumati Baydenning Moskvaga nisbatan qilgan keskin tanqidlarini keskin tanqid qildi, bu ham ikki davlat oʻrtasidagi muloqotga zarar yetkazdi."},
{"text": "Armaniston prezidenti Serj Sarkisyan seshanba kuni Anqara “muloqotlarni tiklash bo‘yicha real qadamlar tashlamasa, qo‘shni Turkiyaga tashrif buyurish taklifini qabul qilmasligini aytdi.", "paraphrase_1": "Serj Sarkisyan Anqara muloqotni tiklash uchun amaliy harakatlar qilmasa, Turkiya safariga bormasligini bildirdi.", "paraphrase_2": "Armaniston prezidenti Turkiya bilan muloqot uchun jiddiy ishtirok kutayotganini va aks holda tashrifini bekor qilishi mumkinligini ma’lum qildi."},
{"text": "Iroq armiyasi seshanba kuni surgundagi Eronning asosiy qurolli muxolifatining asosiy bazasini bir necha oylik keskin qarama-qarshiliklardan so", "paraphrase_1": "Harbiy rasmiylarning xabariga ko‘ra, Iroq armiyasi bir necha oylik to‘qnashuvlardan so‘ng Eronning surgundagi yetakchi qurolli muxolifatining markaziy bazasini seshanba kuni egalladi.", "paraphrase_2": "Seshanba kuni Iroq armiyasi ko‘p oylik ziddiyatlardan keyin Eron muxolifatining asosiy harbiy bazasini qo‘lga kiritdi, deb maʼlum qildi harbiy idoralar vakillari."},
{"text": "Rossiyaning avtomashina giganti Avtovaz sotuvlar pasaygan bir paytda o", "paraphrase_1": "Avtovaz sotuvlarining kamayishi sababli 684 976 nafar ishchidan chorak qismini ishdan boʻshatishi mumkin, bu Rossiya avtomobil sanoatidagi iqtisodiy vaziyatning yomonlashganini koʻrsatmoqda.", "paraphrase_2": "Seshanba kuni xabarlarga koʻra, Rossiya avtomobil sektorida yuzaga kelgan iqtisodiy inqiroz Avtovazning ishchi kuchini chorak qismga qisqartirishga olib kelishi mumkin, umumiy ishchilar soni 684 976 kishini tashkil etadi."},
{"text": "Monako, Atlantika va Oʻrta dengiz moviy orkinoslarini yoʻqolib borayotgan turlarga kiritishni taklif qildi, bu esa ushbu baliqlarning xalqaro savdosini taqiqlashga olib kelishi mumkin.", "paraphrase_1": "Monako Atlantika va Oʻrta dengizi moviy orkinoslari uchun xalqaro savdo taqiqlashni koʻzlab, ularni yoʻqolib borayotgan turlar roʻyxatiga kiritishni taklif qildi.", "paraphrase_2": "Atlantika va Oʻrta dengizi moviy orkinoslarini yoʻqolib borayotgan turlarga kiritish boʻyicha Monako taklifi, ularning xalqaro savdosini cheklash maqsadini koʻzda tutadi."},
{"text": "Tayvanning hibsga olingan sobiq prezidenti Chen Shuy Byan seshanba kuni o‘zining yuqori darajadagi korruptsiya bo‘yicha sud ishi bo‘yicha hukm chiqarilgunga qadar bo‘lib o‘tgan so‘nggi sud majlisida aybdor emasligini ta’kidladi.", "paraphrase_1": "Seshanba kuni bo‘lib o‘tgan so‘nggi sud majlisida Tayvaning sobiq prezidenti Chen Shuy Byan o‘zining korruptsiya bo‘yicha ishi yuzasidan aybdor emasligini bildirib, hukm chiqishini kutdi.", "paraphrase_2": "Chen Shuy Byan, Tayvaning hibsga olingan sobiq prezidenti, sud hukmi chiqqanidan oldin o‘zini aybdor deb topmadi va bu haqda seshanba kungi so‘nggi sud majlisida bayonot berdi."},
{"text": "Albaniya seshanba kuni Afgʻonistondagi harbiy kontingentini NATO boshchiligidagi missiyani kelgusi oy urushdan vayron boʻlgan mamlakatda boʻlib oʻtadigan saylovlar oldidan kuchaytirishga yordam berish uchun qariyb ikki baravar koʻpaytirishi eʼlon qilindi.", "paraphrase_1": "Albaniya Afgʻonistonga yuborilgan askarlar sonini ikki baravar oshirishni rejalashtirmoqda, bu NATOning saylovlarni qoʻllab-quvvatlash missiyasining bir qismidir.", "paraphrase_2": "Kelgusi oy Afgʻonistonda boʻlib oʻtadigan saylovlar oldidan NATOning missiyasiga yordamlash maqsadida Albaniya harbiy kuchlarini Afgʻonistonga ikki baravar koʻpaytiradi."},
{"text": "AQSh Mudofaa vaziri Robert Geyts seshanba kuni Iroqqa kutilmagan safari chog", "paraphrase_1": "Robert Geyts Iroqqa kutilmagan tashrif buyurib, Nuri al Malikiy va AQSh harbiy rahbarlari bilan mamlakatda qoladigan askarlar haqida gaplashdi.", "paraphrase_2": "Seshanba kuni Iroqda bo"},
{"text": "Italiya Bosh vaziri Silvio Berluskoni seshanba kuni \"Afg", "paraphrase_1": "Silvio Berluskoni Afgʻonistondagi Italiya contingentini saqlab qolishni himoya qilib, ittifoqchilar bilan kelishmovchiliklarni bartaraf etishga harakat qilmoqda.", "paraphrase_2": "Italiya Bosh vaziri Afgʻonistonda harbiy ishtirokni oʻzgartirishga rozi emas va bu boradagi tortishuvlarni tinch yoʻl bilan hal qilishga umid qilmoqda."},
